id, payment type, payment trans id, payment trans success, failure reason
4364, Card, 47038, N, Invalid CVV
4365, Cash, 36082, N, Insufficent funds
4366, Gift card, 71522, Y, 
4367, Internet Banking, 10618, Y, 
4368, Electronic, 88370, Y, 
4369, Card, 61482, Y, 
4370, Internet Banking, 17403, Y, 
4371, Electronic, 83407, Y, 
4372, Card, 92918, Y, 
4373, Cash, 77608, N, Insufficent funds
4374, Internet Banking, 66202, Y, 
4375, Gift card, 79503, Y, 
4376, Cash, 16442, Y, 
4377, Internet Banking, 20687, Y, 
4378, Internet Banking, 53218, N, Account locked
4379, Gift card, 61889, Y, 
4380, Cash, 74149, Y, 
4381, Internet Banking, 72825, N, Account locked
4382, Card, 49437, Y, 
4383, Electronic, 99417, N, Account locked
4384, Card, 15449, N, Invalid card number
4385, Gift card, 88580, Y, 
4386, Cash, 72819, Y, 
4387, Cash, 64611, Y, 
4388, Gift card, 77747, Y, 
4389, Cash, 58699, Y, 
4390, Gift card, 98679, Y, 
4391, Card, 47021, Y, 
4392, Internet Banking, 97408, Y, 
4393, Gift card, 42688, N, Insufficent funds
4394, Internet Banking, 58435, N, Account locked
4395, Electronic, 80716, Y, 
4396, Cash, 46863, N, Insufficent funds
4397, Gift card, 46629, Y, 
4398, Gift card, 80471, Y, 
4399, Card, 17764, Y, 
4400, Cash, 66972, N, Insufficent funds
4401, Card, 62046, Y, 
4402, Electronic, 20290, Y, 
4403, Electronic, 35400, N, Account locked
4404, Card, 15866, Y, 
4405, Internet Banking, 13717, Y, 
4406, Electronic, 78089, Y, 
4407, Card, 11481, Y, 
4408, Gift card, 44040, Y, 
4409, Card, 72143, Y, 
4410, Internet Banking, 64419, N, Account locked
4411, Gift card, 23188, N, Insufficent funds
4412, Card, 83337, Y, 
4413, Internet Banking, 13209, Y, 
4414, Cash, 77068, N, Insufficent funds
4415, Electronic, 35637, N, Account locked
4416, Card, 99283, Y, 
4417, Gift card, 44412, Y, 
4418, Cash, 72943, N, Insufficent funds
4419, Gift card, 20636, Y, 
4420, Electronic, 30443, N, Account locked
4421, Gift card, 67444, Y, 
4422, Card, 20656, Y, 
4423, Cash, 62578, Y, 
4424, Electronic, 14908, Y, 
4425, Cash, 78049, Y, 
4426, Electronic, 10159, N, Account locked
4427, Card, 65465, N, Invalid card number
4428, Internet Banking, 15297, Y, 
4429, Electronic, 33736, N, Account locked
4430, Gift card, 52011, N, Insufficent funds
4431, Gift card, 57669, N, Insufficent funds
4432, Gift card, 33903, N, Insufficent funds
4433, Electronic, 51140, Y, 
4434, Gift card, 25692, Y, 
4435, Electronic, 42143, Y, 
4436, Internet Banking, 77536, Y, 
4437, Card, 92711, Y, 
4438, Gift card, 70985, Y, 
4439, Cash, 88014, Y, 
4440, Electronic, 90752, Y, 
4441, Cash, 63006, Y, 
4442, Card, 88273, N, Invalid card number
4443, Cash, 66836, Y, 
4444, Cash, 19987, Y, 
4445, Card, 39931, N, Invalid card number
4446, Card, 72291, N, Invalid zip code
4447, Gift card, 95302, Y, 
4448, Card, 34366, Y, 
4449, Gift card, 77070, Y, 
4450, Internet Banking, 92194, Y, 
4451, Card, 28071, Y, 
4452, Electronic, 63386, Y, 
4453, Internet Banking, 99017, Y, 
4454, Gift card, 42820, Y, 
4455, Card, 99415, Y, 
4456, Card, 96378, Y, 
4457, Internet Banking, 39224, Y, 
4458, Gift card, 17036, N, Insufficent funds
4459, Electronic, 37063, Y, 
4460, Electronic, 39078, Y, 
4461, Cash, 55467, Y, 
4462, Cash, 53820, Y, 
4463, Gift card, 38942, Y, 
4464, Card, 44261, Y, 
4465, Card, 14626, Y, 
4466, Gift card, 99444, Y, 
4467, Card, 59677, N, Invalid zip code
4468, Gift card, 40019, Y, 
4469, Gift card, 84683, Y, 
4470, Electronic, 96269, N, Account locked
4471, Cash, 57939, Y, 
4472, Gift card, 22930, Y, 
4473, Card, 67476, Y, 
4474, Cash, 18377, N, Insufficent funds
4475, Cash, 29968, Y, 
4476, Gift card, 91569, Y, 
4477, Cash, 21630, Y, 
4478, Electronic, 74944, Y, 
4479, Cash, 34859, N, Insufficent funds
4480, Internet Banking, 69706, Y, 
4481, Cash, 61366, Y, 
4482, Card, 61966, N, Invalid CVV
4483, Internet Banking, 61741, Y, 
4484, Cash, 42890, Y, 
4485, Internet Banking, 19176, Y, 
4486, Gift card, 99430, Y, 
4487, Internet Banking, 79676, Y, 
4488, Internet Banking, 58974, Y, 
4489, Gift card, 26631, N, Insufficent funds
4490, Cash, 11123, N, Insufficent funds
4491, Electronic, 70301, Y, 
4492, Electronic, 58466, Y, 
4493, Gift card, 31278, Y, 
4494, Electronic, 88266, Y, 
4495, Card, 75778, Y, 
4496, Electronic, 57828, Y, 
4497, Cash, 51337, N, Insufficent funds
4498, Gift card, 69850, Y, 
4499, Gift card, 55607, Y, 
4500, Cash, 99165, Y, 
4501, Cash, 22281, Y, 
4502, Internet Banking, 64171, Y, 
4503, Gift card, 13157, N, Insufficent funds
4504, Internet Banking, 53828, Y, 
4505, Electronic, 49986, Y, 
4506, Card, 92130, N, Invalid zip code
4507, Card, 12974, Y, 
4508, Internet Banking, 56902, N, Account locked
4509, Cash, 58836, Y, 
4510, Cash, 36496, Y, 
4511, Electronic, 61110, Y, 
4512, Internet Banking, 18650, N, Account locked
4513, Cash, 81795, Y, 
4514, Gift card, 71982, Y, 
4515, Electronic, 54645, Y, 
4516, Internet Banking, 49905, Y, 
4517, Gift card, 77591, N, Insufficent funds
4518, Cash, 26875, Y, 
4519, Internet Banking, 38764, Y, 
4520, Internet Banking, 47632, Y, 
4521, Cash, 41206, Y, 
4522, Card, 78508, N, Invalid zip code
4523, Electronic, 64728, Y, 
4524, Internet Banking, 34880, Y, 
4525, Cash, 67885, N, Insufficent funds
4526, Electronic, 92003, N, Account locked
4527, Cash, 32743, Y, 
4528, Card, 48715, Y, 
4529, Electronic, 24104, Y, 
4530, Cash, 81916, Y, 
4531, Card, 11218, Y, 
4532, Gift card, 24171, Y, 
4533, Gift card, 52237, Y, 
4534, Electronic, 80075, Y, 
4535, Internet Banking, 42240, N, Account locked
4536, Internet Banking, 37910, Y, 
4537, Electronic, 26208, Y, 
4538, Internet Banking, 93630, Y, 
4539, Card, 90729, Y, 
4540, Internet Banking, 94349, Y, 
4541, Gift card, 39248, Y, 
4542, Gift card, 34957, Y, 
4543, Cash, 86149, N, Insufficent funds
4544, Electronic, 63444, Y, 
4545, Internet Banking, 36473, Y, 
4546, Cash, 63083, N, Insufficent funds
4547, Card, 42833, Y, 
4548, Cash, 18029, Y, 
4549, Gift card, 41419, Y, 
4550, Gift card, 68195, Y, 
4551, Electronic, 23798, N, Account locked
4552, Gift card, 34258, N, Insufficent funds
4553, Electronic, 49883, Y, 
4554, Card, 62513, Y, 
4555, Cash, 98632, N, Insufficent funds
4556, Electronic, 78668, Y, 
4557, Electronic, 50798, Y, 
4558, Cash, 32604, Y, 
4559, Gift card, 33614, Y, 
4560, Electronic, 98090, N, Account locked
4561, Card, 66417, N, Invalid zip code
4562, Card, 20424, N, Invalid zip code
4563, Cash, 86793, Y, 
4564, Cash, 22477, Y, 
4565, Internet Banking, 73327, N, Account locked
4566, Gift card, 61108, Y, 
4567, Internet Banking, 33859, N, Account locked
4568, Card, 21612, N, Invalid CVV
4569, Gift card, 71219, N, Insufficent funds
4570, Gift card, 22880, N, Insufficent funds
4571, Internet Banking, 34501, N, Account locked
4572, Internet Banking, 56356, N, Account locked
4573, Gift card, 17054, Y, 
4574, Internet Banking, 39651, Y, 
4575, Gift card, 72876, N, Insufficent funds
4576, Electronic, 67836, N, Account locked
4577, Card, 80796, Y, 
4578, Electronic, 68365, Y, 
4579, Electronic, 27677, Y, 
4580, Cash, 96175, Y, 
4581, Gift card, 55632, Y, 
4582, Internet Banking, 14084, Y, 
4583, Gift card, 77975, Y, 
4584, Card, 43827, Y, 
4585, Internet Banking, 72647, Y, 
4586, Internet Banking, 77274, Y, 
4587, Internet Banking, 14736, Y, 
4588, Internet Banking, 10234, Y, 
4589, Electronic, 21276, Y, 
4590, Card, 96688, Y, 
4591, Cash, 78748, N, Insufficent funds
4592, Internet Banking, 38239, Y, 
4593, Card, 68655, N, Invalid zip code
4594, Internet Banking, 83449, N, Account locked
4595, Cash, 10528, Y, 
4596, Card, 55644, Y, 
4597, Electronic, 59272, Y, 
4598, Electronic, 11282, Y, 
4599, Cash, 80369, Y, 
4600, Cash, 97908, Y, 
4601, Electronic, 30108, Y, 
4602, Gift card, 61999, Y, 
4603, Gift card, 33524, N, Insufficent funds
4604, Card, 17712, Y, 
4605, Internet Banking, 14925, Y, 
4606, Electronic, 50869, Y, 
4607, Card, 10421, Y, 
4608, Cash, 44304, N, Insufficent funds
4609, Cash, 53162, N, Insufficent funds
4610, Cash, 39298, Y, 
4611, Internet Banking, 85694, N, Account locked
4612, Electronic, 70226, Y, 
4613, Gift card, 97658, N, Insufficent funds
4614, Gift card, 14265, N, Insufficent funds
4615, Card, 12722, N, Invalid zip code
4616, Gift card, 47678, Y, 
4617, Internet Banking, 68578, Y, 
4618, Gift card, 82513, N, Insufficent funds
4619, Electronic, 78988, Y, 
4620, Gift card, 59826, Y, 
4621, Gift card, 67860, Y, 
4622, Card, 48005, Y, 
4623, Card, 64714, Y, 
4624, Internet Banking, 12876, Y, 
4625, Cash, 38976, N, Insufficent funds
4626, Card, 85715, Y, 
4627, Internet Banking, 97846, N, Account locked
4628, Gift card, 45704, Y, 
4629, Electronic, 91367, Y, 
4630, Gift card, 66634, Y, 
4631, Internet Banking, 91757, Y, 
4632, Gift card, 23750, Y, 
4633, Internet Banking, 23787, N, Account locked
4634, Electronic, 34542, Y, 
4635, Cash, 55118, Y, 
4636, Internet Banking, 10108, Y, 
4637, Electronic, 24859, Y, 
4638, Cash, 44721, N, Insufficent funds
4639, Card, 59872, N, Invalid card number
4640, Card, 78263, Y, 
4641, Gift card, 98429, N, Insufficent funds
4642, Internet Banking, 44692, Y, 
4643, Card, 98232, Y, 
4644, Internet Banking, 50893, Y, 
4645, Card, 82527, Y, 
4646, Internet Banking, 32804, Y, 
4647, Cash, 88679, Y, 
4648, Internet Banking, 31671, Y, 
4649, Gift card, 42179, Y, 
4650, Card, 62751, N, Invalid zip code
4651, Cash, 68761, N, Insufficent funds
4652, Card, 50320, Y, 
4653, Internet Banking, 79765, Y, 
4654, Cash, 41900, N, Insufficent funds
4655, Electronic, 77088, N, Account locked
4656, Cash, 74570, Y, 
4657, Electronic, 92700, N, Account locked
4658, Card, 25995, Y, 
4659, Gift card, 68806, Y, 
4660, Gift card, 96565, Y, 
4661, Gift card, 12243, Y, 
4662, Electronic, 27932, Y, 
4663, Internet Banking, 61503, Y, 
4664, Cash, 86791, Y, 
4665, Cash, 76170, N, Insufficent funds
4666, Card, 33595, Y, 
4667, Electronic, 23867, Y, 
4668, Card, 86516, Y, 
4669, Gift card, 41267, Y, 
4670, Internet Banking, 92158, Y, 
4671, Electronic, 53373, N, Account locked
4672, Cash, 79100, Y, 
4673, Internet Banking, 87611, Y, 
4674, Gift card, 43717, Y, 
4675, Cash, 25968, Y, 
4676, Electronic, 12786, N, Account locked
4677, Cash, 60097, N, Insufficent funds
4678, Cash, 80074, N, Insufficent funds
4679, Card, 44906, Y, 
4680, Cash, 74048, Y, 
4681, Electronic, 22142, Y, 
4682, Cash, 64770, Y, 
4683, Gift card, 89594, Y, 
4684, Gift card, 34803, Y, 
4685, Internet Banking, 65987, N, Account locked
4686, Card, 56320, Y, 
4687, Cash, 34029, Y, 
4688, Cash, 96783, N, Insufficent funds
4689, Electronic, 35476, N, Account locked
4690, Cash, 14958, Y, 
4691, Internet Banking, 37144, Y, 
4692, Internet Banking, 64411, Y, 
4693, Internet Banking, 59357, Y, 
4694, Cash, 35461, Y, 
4695, Gift card, 60545, Y, 
4696, Electronic, 39505, Y, 
4697, Cash, 35636, N, Insufficent funds
4698, Internet Banking, 12704, Y, 
4699, Gift card, 52917, N, Insufficent funds
4700, Cash, 39122, Y, 
4701, Gift card, 83810, Y, 
4702, Card, 82377, Y, 
4703, Cash, 36893, Y, 
4704, Card, 94111, N, Invalid zip code
4705, Card, 40138, Y, 
4706, Gift card, 59915, Y, 
4707, Electronic, 98019, Y, 
4708, Cash, 81389, N, Insufficent funds
4709, Electronic, 70091, Y, 
4710, Electronic, 51175, Y, 
4711, Internet Banking, 19500, Y, 
4712, Card, 12601, Y, 
4713, Cash, 14997, N, Insufficent funds
4714, Card, 10040, N, Invalid card number
4715, Internet Banking, 88096, Y, 
4716, Internet Banking, 41245, N, Account locked
4717, Electronic, 70709, Y, 
4718, Gift card, 96261, Y, 
4719, Cash, 20094, Y, 
4720, Electronic, 57305, Y, 
4721, Electronic, 54405, Y, 
4722, Internet Banking, 98168, Y, 
4723, Gift card, 48001, Y, 
4724, Card, 69287, N, Invalid card number
4725, Electronic, 66869, Y, 
4726, Internet Banking, 41896, Y, 
4727, Electronic, 20567, Y, 
4728, Internet Banking, 47107, Y, 
4729, Gift card, 53253, Y, 
4730, Gift card, 18249, N, Insufficent funds
4731, Card, 39922, Y, 
4732, Gift card, 61235, N, Insufficent funds
4733, Cash, 88382, Y, 
4734, Cash, 68474, Y, 
4735, Internet Banking, 55517, N, Account locked
4736, Gift card, 99806, Y, 
4737, Internet Banking, 94671, N, Account locked
4738, Card, 53925, Y, 
4739, Internet Banking, 55149, N, Account locked
4740, Cash, 97773, N, Insufficent funds
4741, Cash, 17551, Y, 
4742, Internet Banking, 78102, Y, 
4743, Gift card, 54403, Y, 
4744, Card, 44477, Y, 
4745, Electronic, 28103, Y, 
4746, Card, 63073, Y, 
4747, Electronic, 52078, Y, 
4748, Cash, 81680, Y, 
4749, Electronic, 42188, Y, 
4750, Electronic, 79187, N, Account locked
4751, Card, 24136, N, Invalid card number
4752, Internet Banking, 13966, Y, 
4753, Cash, 47480, Y, 
4754, Electronic, 42613, Y, 
4755, Card, 39292, Y, 
4756, Card, 23447, Y, 
4757, Gift card, 26489, N, Insufficent funds
4758, Internet Banking, 77110, Y, 
4759, Electronic, 39560, N, Account locked
4760, Card, 76448, Y, 
4761, Card, 71298, Y, 
4762, Electronic, 70376, Y, 
4763, Electronic, 49672, N, Account locked
4764, Gift card, 17313, Y, 
4765, Card, 15483, N, Invalid card number
4766, Gift card, 69482, N, Insufficent funds
4767, Gift card, 23706, Y, 
4768, Cash, 48430, Y, 
4769, Internet Banking, 86833, Y, 
4770, Card, 31345, Y, 
4771, Internet Banking, 47109, N, Account locked
4772, Gift card, 10839, N, Insufficent funds
4773, Cash, 29675, N, Insufficent funds
4774, Cash, 13466, Y, 
4775, Cash, 54040, Y, 
4776, Electronic, 73420, N, Account locked
4777, Internet Banking, 85606, N, Account locked
4778, Electronic, 44134, Y, 
4779, Card, 87567, N, Invalid CVV
4780, Gift card, 28988, Y, 
4781, Gift card, 56599, Y, 
4782, Cash, 78013, Y, 
4783, Card, 25570, Y, 
4784, Internet Banking, 32374, Y, 
4785, Card, 33541, Y, 
4786, Card, 23310, Y, 
4787, Gift card, 46105, Y, 
4788, Gift card, 85498, N, Insufficent funds
4789, Cash, 19328, N, Insufficent funds
4790, Cash, 63228, Y, 
4791, Card, 57271, Y, 
4792, Card, 68177, Y, 
4793, Internet Banking, 39737, Y, 
4794, Card, 23359, Y, 
4795, Card, 79037, Y, 
4796, Cash, 56116, Y, 
4797, Gift card, 62511, N, Insufficent funds
4798, Cash, 87669, N, Insufficent funds
4799, Gift card, 49767, Y, 
4800, Cash, 11361, Y, 
4801, Cash, 97684, Y, 
4802, Cash, 60124, Y, 
4803, Gift card, 17767, N, Insufficent funds
4804, Electronic, 41459, Y, 
4805, Electronic, 53361, Y, 
4806, Gift card, 85333, N, Insufficent funds
4807, Internet Banking, 91128, Y, 
4808, Cash, 80550, Y, 
4809, Gift card, 76922, N, Insufficent funds
4810, Gift card, 46874, Y, 
4811, Gift card, 52706, Y, 
4812, Cash, 66027, Y, 
4813, Internet Banking, 98010, N, Account locked
4814, Internet Banking, 77278, Y, 
4815, Electronic, 82387, N, Account locked
4816, Gift card, 87378, Y, 
4817, Internet Banking, 87095, Y, 
4818, Gift card, 40519, Y, 
4819, Cash, 77369, Y, 
4820, Electronic, 56474, Y, 
4821, Internet Banking, 62338, Y, 
4822, Cash, 97764, Y, 
4823, Internet Banking, 16843, N, Account locked
4824, Gift card, 81098, N, Insufficent funds
4825, Card, 77612, Y, 
4826, Cash, 24818, Y, 
4827, Cash, 27588, Y, 
4828, Cash, 84748, Y, 
4829, Internet Banking, 38220, Y, 
4830, Internet Banking, 87497, Y, 
4831, Electronic, 61793, Y, 
4832, Cash, 54711, Y, 
4833, Electronic, 84709, Y, 
4834, Electronic, 21936, Y, 
4835, Cash, 68709, Y, 
4836, Card, 65176, Y, 
4837, Internet Banking, 57599, Y, 
4838, Internet Banking, 41068, Y, 
4839, Internet Banking, 65125, Y, 
4840, Internet Banking, 42193, Y, 
4841, Cash, 35239, N, Insufficent funds
4842, Cash, 48595, N, Insufficent funds
4843, Cash, 99423, Y, 
4844, Card, 14870, N, Invalid zip code
4845, Cash, 95389, N, Insufficent funds
4846, Internet Banking, 69829, Y, 
4847, Card, 13222, Y, 
4848, Electronic, 79160, Y, 
4849, Internet Banking, 42557, Y, 
4850, Gift card, 21450, Y, 
4851, Electronic, 54852, Y, 
4852, Card, 79921, Y, 
4853, Gift card, 30000, Y, 
4854, Electronic, 21165, Y, 
4855, Electronic, 96217, N, Account locked
4856, Gift card, 36396, Y, 
4857, Gift card, 71619, N, Insufficent funds
4858, Card, 37725, Y, 
4859, Cash, 86325, Y, 
4860, Internet Banking, 89485, N, Account locked
4861, Internet Banking, 34942, Y, 
4862, Card, 43577, N, Invalid CVV
4863, Internet Banking, 77636, Y, 
4864, Card, 90754, Y, 
4865, Internet Banking, 35545, Y, 
4866, Electronic, 46741, Y, 
4867, Card, 32587, Y, 
4868, Card, 70531, Y, 
4869, Electronic, 84102, Y, 
4870, Electronic, 91404, N, Account locked
4871, Card, 38514, N, Invalid card number
4872, Card, 90384, N, Invalid card number
4873, Card, 56541, N, Invalid card number
4874, Gift card, 78284, N, Insufficent funds
4875, Electronic, 69205, N, Account locked
4876, Internet Banking, 19747, Y, 
4877, Card, 48092, Y, 
4878, Cash, 71354, Y, 
4879, Electronic, 73297, Y, 
4880, Internet Banking, 76333, N, Account locked
4881, Card, 27218, N, Invalid zip code
4882, Gift card, 98903, Y, 
4883, Internet Banking, 67816, Y, 
4884, Internet Banking, 45886, N, Account locked
4885, Gift card, 45326, Y, 
4886, Internet Banking, 38826, N, Account locked
4887, Gift card, 43795, Y, 
4888, Card, 44709, Y, 
4889, Electronic, 23158, Y, 
4890, Electronic, 45102, Y, 
4891, Internet Banking, 13260, Y, 
4892, Internet Banking, 41268, N, Account locked
4893, Gift card, 71889, Y, 
4894, Card, 22520, N, Invalid card number
4895, Card, 62040, Y, 
4896, Internet Banking, 17384, Y, 
4897, Cash, 81777, Y, 
4898, Gift card, 63398, N, Insufficent funds
4899, Card, 88488, Y, 
4900, Cash, 16466, Y, 
4901, Electronic, 52853, Y, 
4902, Internet Banking, 59868, Y, 
4903, Card, 36603, N, Invalid zip code
4904, Card, 31742, N, Invalid card number
4905, Electronic, 21854, Y, 
4906, Internet Banking, 80971, Y, 
4907, Electronic, 11239, Y, 
4908, Cash, 68439, Y, 
4909, Electronic, 54600, Y, 
4910, Internet Banking, 13848, Y, 
4911, Internet Banking, 25532, Y, 
4912, Cash, 10487, Y, 
4913, Electronic, 48161, Y, 
4914, Cash, 23369, Y, 
4915, Electronic, 81405, N, Account locked
4916, Gift card, 99294, Y, 
4917, Electronic, 42270, Y, 
4918, Internet Banking, 28793, N, Account locked
4919, Gift card, 25621, Y, 
4920, Gift card, 11181, Y, 
4921, Cash, 47777, Y, 
4922, Cash, 66161, Y, 
4923, Card, 74524, N, Invalid CVV
4924, Electronic, 51696, Y, 
4925, Gift card, 92339, Y, 
4926, Cash, 63833, Y, 
4927, Gift card, 17800, Y, 
4928, Gift card, 68430, N, Insufficent funds
4929, Electronic, 64539, N, Account locked
4930, Gift card, 76433, Y, 
4931, Gift card, 52204, N, Insufficent funds
4932, Card, 81222, Y, 
4933, Electronic, 87248, Y, 
4934, Electronic, 54763, Y, 
4935, Internet Banking, 78448, Y, 
4936, Gift card, 68604, Y, 
4937, Electronic, 72425, Y, 
4938, Cash, 27813, N, Insufficent funds
4939, Internet Banking, 91751, N, Account locked
4940, Gift card, 68810, N, Insufficent funds
4941, Internet Banking, 77139, N, Account locked
4942, Electronic, 89415, Y, 
4943, Electronic, 10194, Y, 
4944, Internet Banking, 96043, N, Account locked
4945, Gift card, 21113, N, Insufficent funds
4946, Internet Banking, 32723, Y, 
4947, Gift card, 52269, Y, 
4948, Internet Banking, 86396, Y, 
4949, Internet Banking, 82389, N, Account locked
4950, Electronic, 87815, N, Account locked
4951, Internet Banking, 82273, Y, 
4952, Internet Banking, 37199, N, Account locked
4953, Cash, 59370, N, Insufficent funds
4954, Cash, 47516, N, Insufficent funds
4955, Electronic, 87558, Y, 
4956, Cash, 32963, N, Insufficent funds
4957, Gift card, 53464, Y, 
4958, Card, 75380, N, Invalid card number
4959, Electronic, 82668, Y, 
4960, Cash, 83741, N, Insufficent funds
4961, Internet Banking, 96208, Y, 
4962, Electronic, 21596, N, Account locked
4963, Internet Banking, 13047, Y, 
4964, Gift card, 12918, Y, 
4965, Gift card, 75273, N, Insufficent funds
4966, Card, 82330, N, Invalid CVV
4967, Electronic, 74523, Y, 
4968, Card, 20441, Y, 
4969, Internet Banking, 15230, Y, 
4970, Electronic, 58223, N, Account locked
4971, Internet Banking, 85157, Y, 
4972, Card, 14940, Y, 
4973, Electronic, 70270, Y, 
4974, Electronic, 52530, N, Account locked
4975, Gift card, 85241, Y, 
4976, Cash, 94767, Y, 
4977, Gift card, 56823, Y, 
4978, Card, 82132, N, Invalid card number
4979, Gift card, 60155, Y, 
4980, Gift card, 17396, N, Insufficent funds
4981, Internet Banking, 53867, Y, 
4982, Gift card, 97687, Y, 
4983, Internet Banking, 82635, Y, 
4984, Electronic, 79646, Y, 
4985, Cash, 23395, N, Insufficent funds
4986, Cash, 21558, Y, 
4987, Gift card, 69135, Y, 
4988, Electronic, 62390, Y, 
4989, Electronic, 52862, Y, 
4990, Card, 68802, Y, 
